run_accession,te,reads,reads_in_file,reads_mapped
SRR11846560,mdg3,41980,43892550,4584026
SRR11846560,gypsy4,40829,43892550,4584026
SRR11846560,gypsy5,9059,43892550,4584026
SRR11846560,mdg1,71359,43892550,4584026
SRR11846560,gypsy6,28552,43892550,4584026
SRR11846560,gypsy7,14720,43892550,4584026
SRR11846560,Ddip:Bari1,1090,43892550,4584026
SRR11846560,gypsy8,10050,43892550,4584026
SRR11846560,gypsy9,4951,43892550,4584026
SRR11846560,Stalker4,66846,43892550,4584026
SRR11846560,Dyak:HeT-A,1,43892550,4584026
SRR11846560,Stalker2,37014,43892550,4584026
SRR11846560,gypsy11,3627,43892550,4584026
SRR11846560,Dsim:ninja,12340,43892550,4584026
SRR11846560,Stalker3,2500,43892550,4584026
SRR11846560,gypsy12,25409,43892550,4584026
SRR11846560,FB,15685,43892550,4584026
SRR11846560,Damb:P-element_T,71,43892550,4584026
SRR11846560,3S18,98110,43892550,4584026
SRR11846560,Ivk,47482,43892550,4584026
SRR11846560,gypsy10,14706,43892550,4584026
SRR11846560,aurora-element,11099,43892550,4584026
SRR11846560,transib1,2383,43892550,4584026
SRR11846560,transib2,15811,43892550,4584026
SRR11846560,transib3,6469,43892550,4584026
SRR11846560,G2,27355,43892550,4584026
SRR11846560,transib4,2882,43892550,4584026
SRR11846560,G3,4568,43892550,4584026
SRR11846560,jockey,68697,43892550,4584026
SRR11846560,flea,26777,43892550,4584026
SRR11846560,G4,14433,43892550,4584026
SRR11846560,G5,16955,43892550,4584026
SRR11846560,G6,4025,43892550,4584026
SRR11846560,297,85548,43892550,4584026
SRR11846560,G7,600,43892550,4584026
SRR11846560,HMS-Beagle,70203,43892550,4584026
SRR11846560,roo,333319,43892550,4584026
SRR11846560,Bari2,659,43892550,4584026
SRR11846560,Bari1,23182,43892550,4584026
SRR11846560,Tabor,12308,43892550,4584026
SRR11846560,Porto1,21003,43892550,4584026
SRR11846560,looper1,1788,43892550,4584026
SRR11846560,Doc2-element,31038,43892550,4584026
SRR11846560,Dvir:Penelope,9,43892550,4584026
SRR11846560,Dpse:mini-me,166,43892550,4584026
SRR11846560,Dbuz:Kepler,4227,43892550,4584026
SRR11846560,mariner2,5245,43892550,4584026
SRR11846560,Quasimodo,65566,43892550,4584026
SRR11846560,accord,21422,43892550,4584026
SRR11846560,GATE,69725,43892550,4584026
SRR11846560,HeT-A,54295,43892550,4584026
SRR11846560,Circe,73921,43892550,4584026
SRR11846560,invader3,19941,43892550,4584026
SRR11846560,invader4,16799,43892550,4584026
SRR11846560,HB,11068,43892550,4584026
SRR11846560,invader1,29895,43892550,4584026
SRR11846560,invader2,41212,43892550,4584026
SRR11846560,Juan,17915,43892550,4584026
SRR11846560,HMS-Beagle2,28946,43892550,4584026
SRR11846560,hopper,11261,43892550,4584026
SRR11846560,micropia,33792,43892550,4584026
SRR11846560,Dana:Tom,3428,43892550,4584026
SRR11846560,invader5,3289,43892550,4584026
SRR11846560,invader6,6039,43892550,4584026
SRR1663596,Dmel_rpl32,448,17414984,1437127
SRR1663596,Dmel_rhi,975,17414984,1437127
SRR1663596,Dmel_tj,735,17414984,1437127
SRR1663596,BS4,126,17414984,1437127
SRR1663596,BS3,2917,17414984,1437127
SRR1663596,G-element,3782,17414984,1437127
SRR1663596,ZAM,9479,17414984,1437127
SRR1663596,Idefix,22952,17414984,1437127
SRR1663596,opus,17954,17414984,1437127
SRR1663596,jockey2,2614,17414984,1437127
SRR1663596,1731,5898,17414984,1437127
SRR1663596,pogo,4356,17414984,1437127
SRR1663596,Rt1c,3639,17414984,1437127
SRR1663596,R2-element,7905,17414984,1437127
SRR1663596,Rt1b,24709,17414984,1437127
SRR1663596,Rt1a,9637,17414984,1437127
SRR1663596,Helena,1193,17414984,1437127
SRR1663596,Tom1,525,17414984,1437127
SRR1663596,Doc,28081,17414984,1437127
SRR1663596,Dtei:I-element,716,17414984,1437127
SRR1663596,springer,6355,17414984,1437127
SRR1663596,Tirant,13322,17414984,1437127
SRR1663596,Osvaldo,569,17414984,1437127
SRR1663596,Dhyd:Minos,55,17414984,1437127
SRR1663596,Dsub:SGM,15,17414984,1437127
SRR1663596,R1-2,1112,17414984,1437127
SRR1663596,S-element,9833,17414984,1437127
SRR1663596,gtwin,3510,17414984,1437127
SRR1663596,hopper2,1953,17414984,1437127
SRR1663596,Dvir:Helena,12718,17414984,1437127
SRR1663596,G5A,3583,17414984,1437127
SRR1663596,Transpac,10895,17414984,1437127
SRR1663596,copia,14893,17414984,1437127
SRR1663596,rover,7791,17414984,1437127
SRR1663596,Cr1a,52364,17414984,1437127
SRR1663596,S2,1797,17414984,1437127
SRR1663596,gypsy,5499,17414984,1437127
SRR1663596,Helitron,50,17414984,1437127
SRR1663596,Dbuz:ISBu2,7,17414984,1437127
SRR1663596,McClintock,5690,17414984,1437127
SRR1663596,Dm88,10747,17414984,1437127
SRR1663596,1360,41882,17414984,1437127
SRR1663596,diver,9229,17414984,1437127
SRR1663596,Stalker,20369,17414984,1437127
SRR1663596,INE-1,6606,17414984,1437127
SRR1663596,Dvir:Tv1,28,17414984,1437127
SRR1663596,TAHRE,10541,17414984,1437127
SRR1663596,BS,9255,17414984,1437127
SRR1663596,Dsub:GEM,138,17414984,1437127
SRR1663596,412,22854,17414984,1437127
SRR1663596,Doc4-element,2688,17414984,1437127
SRR1663596,diver2,8260,17414984,1437127
SRR1663596,Max-element,16898,17414984,1437127
SRR1663596,F-element,53092,17414984,1437127
SRR1663596,Fw2,1868,17414984,1437127
SRR1663596,Fw3,1275,17414984,1437127
SRR1663596,Burdock,10775,17414984,1437127
SRR1663596,Dvir:TART,553,17414984,1437127
SRR1663596,Tc1-2,3561,17414984,1437127
SRR1663596,blood,21887,17414984,1437127
SRR1663596,Dtak:R1A2,2,17414984,1437127
SRR1663596,TART-A,4769,17414984,1437127
SRR1663596,Dbuz:BuT3,2,17414984,1437127
SRR1663596,TART-C,3851,17414984,1437127
SRR1663596,Dnet:R1A,2,17414984,1437127
SRR1663596,TART-B,1218,17414984,1437127
SRR1663596,Dbuz:BuT6,102,17414984,1437127
SRR1663596,17.6,23035,17414984,1437127
SRR1663596,X-element,10255,17414984,1437127
SRR1663596,R1A1-element,101506,17414984,1437127
SRR1663596,I-element,26088,17414984,1437127
SRR1663596,Tc1,5193,17414984,1437127
SRR1663596,Tc3,1309,17414984,1437127
SRR1663596,Doc3-element,15660,17414984,1437127
SRR1663596,Dbuz:INE-1,72,17414984,1437127
SRR1663596,rooA,12539,17414984,1437127
SRR1663596,Dfun:Isfun-1,36,17414984,1437127
SRR1663596,Q-element,832,17414984,1437127
SRR1663596,frogger,946,17414984,1437127
SRR1663596,accord2,8405,17414984,1437127
SRR1663596,NOF,1280,17414984,1437127
SRR1663596,hobo,9785,17414984,1437127
SRR1663596,P-element,6355,17414984,1437127
SRR1663596,baggins,23837,17414984,1437127
SRR1663596,Dyak:TART,1373,17414984,1437127
SRR1663596,gypsy2,7168,17414984,1437127
SRR1663596,gypsy3,4471,17414984,1437127
SRR1663596,mdg3,10957,17414984,1437127
SRR1663596,gypsy4,19530,17414984,1437127
SRR1663596,gypsy5,4889,17414984,1437127
SRR1663596,mdg1,23633,17414984,1437127
SRR1663596,gypsy6,7706,17414984,1437127
SRR1663596,gypsy7,5541,17414984,1437127
SRR1663596,Ddip:Bari1,467,17414984,1437127
SRR1663596,gypsy8,2425,17414984,1437127
SRR1663596,gypsy9,1662,17414984,1437127
SRR1663596,Stalker4,25596,17414984,1437127
SRR1663596,Stalker2,8544,17414984,1437127
SRR1663596,gypsy11,2576,17414984,1437127
SRR1663596,Dsim:ninja,3010,17414984,1437127
SRR1663596,Stalker3,770,17414984,1437127
SRR1663596,gypsy12,8982,17414984,1437127
SRR1663596,FB,9825,17414984,1437127
SRR1663596,Damb:P-element_T,27,17414984,1437127
SRR1663596,3S18,7219,17414984,1437127
SRR1663596,Ivk,12039,17414984,1437127
SRR1663596,gypsy10,4993,17414984,1437127
SRR1663596,Dsil:Loa,2,17414984,1437127
SRR1663596,aurora-element,2378,17414984,1437127
SRR1663596,transib1,1060,17414984,1437127
SRR1663596,transib2,6838,17414984,1437127
SRR1663596,transib3,2506,17414984,1437127
SRR1663596,G2,5226,17414984,1437127
SRR1663596,transib4,1375,17414984,1437127
SRR1663596,G3,1588,17414984,1437127
SRR1663596,jockey,19528,17414984,1437127
SRR1663596,flea,11450,17414984,1437127
SRR1663596,G4,6138,17414984,1437127
SRR1663596,G5,5200,17414984,1437127
SRR1663596,G6,6179,17414984,1437127
SRR1663596,297,39465,17414984,1437127
SRR1663596,G7,205,17414984,1437127
SRR1663596,HMS-Beagle,14012,17414984,1437127
SRR1663596,roo,115447,17414984,1437127
SRR1663596,Bari2,286,17414984,1437127
SRR1663596,Bari1,9169,17414984,1437127
SRR1663596,Tabor,11949,17414984,1437127
SRR1663596,Porto1,7673,17414984,1437127
SRR1663596,looper1,768,17414984,1437127
SRR1663596,Doc2-element,11246,17414984,1437127
SRR1663596,Dvir:Penelope,3,17414984,1437127
SRR1663596,Dpse:mini-me,40,17414984,1437127
SRR1663596,Dbuz:Kepler,937,17414984,1437127
SRR1663596,mariner2,1715,17414984,1437127
SRR1663596,Quasimodo,28295,17414984,1437127
SRR1663596,accord,12331,17414984,1437127
SRR1663596,GATE,20018,17414984,1437127
SRR1663596,HeT-A,5884,17414984,1437127
SRR1663596,Circe,19215,17414984,1437127
SRR1663596,invader3,5764,17414984,1437127
SRR1663596,invader4,6507,17414984,1437127
SRR1663596,HB,4762,17414984,1437127
SRR1663596,invader1,10027,17414984,1437127
SRR1663596,invader2,18634,17414984,1437127
SRR1663596,Juan,6188,17414984,1437127
SRR1663596,HMS-Beagle2,11653,17414984,1437127
SRR1663596,hopper,6070,17414984,1437127
SRR1663596,micropia,8108,17414984,1437127
SRR1663596,Dana:Tom,4775,17414984,1437127
SRR1663596,invader5,852,17414984,1437127
SRR1663596,invader6,2021,17414984,1437127
SRR1663584,Dmel_rpl32,549,19603134,1813682
SRR1663584,Dmel_rhi,1253,19603134,1813682
SRR1663584,Dmel_tj,914,19603134,1813682
SRR1663584,BS4,170,19603134,1813682
SRR1663584,BS3,4054,19603134,1813682
SRR1663584,G-element,10522,19603134,1813682
SRR1663584,ZAM,12853,19603134,1813682
SRR1663584,Idefix,35107,19603134,1813682
SRR1663584,opus,17526,19603134,1813682
SRR1663584,jockey2,3178,19603134,1813682
SRR1663584,1731,8897,19603134,1813682
SRR1663584,pogo,7204,19603134,1813682
SRR1663584,Rt1c,5537,19603134,1813682
SRR1663584,R2-element,7531,19603134,1813682
SRR1663584,Rt1b,23576,19603134,1813682
SRR1663584,Rt1a,10403,19603134,1813682
SRR1663584,Helena,1192,19603134,1813682
SRR1663584,Tom1,711,19603134,1813682
SRR1663584,Doc,41375,19603134,1813682
SRR1663584,Dtei:I-element,897,19603134,1813682
SRR1663584,springer,10530,19603134,1813682
SRR1663584,Tirant,12134,19603134,1813682
SRR1663584,Osvaldo,792,19603134,1813682
SRR1663584,Dhyd:Minos,59,19603134,1813682
SRR1663584,Dsub:SGM,15,19603134,1813682
SRR1663584,R1-2,1204,19603134,1813682
SRR1663584,S-element,13853,19603134,1813682
SRR1663584,gtwin,6282,19603134,1813682
SRR1663584,hopper2,2526,19603134,1813682
SRR1663584,Dvir:Helena,11954,19603134,1813682
SRR1663584,G5A,4477,19603134,1813682
SRR1663584,Transpac,10649,19603134,1813682
SRR1663584,copia,29151,19603134,1813682
SRR1663584,rover,17627,19603134,1813682
SRR1663584,Cr1a,65153,19603134,1813682
SRR1663584,S2,2272,19603134,1813682
SRR1663584,gypsy,5965,19603134,1813682
SRR1663584,Helitron,59,19603134,1813682
SRR1663584,Dbuz:ISBu2,11,19603134,1813682
SRR1663584,McClintock,12221,19603134,1813682
SRR1663584,Dm88,12253,19603134,1813682
SRR1663584,1360,52739,19603134,1813682
SRR1663584,diver,11026,19603134,1813682
SRR1663584,Stalker,28491,19603134,1813682
SRR1663584,INE-1,8208,19603134,1813682
SRR1663584,Dvir:Tv1,42,19603134,1813682
SRR1663584,TAHRE,13409,19603134,1813682
SRR1663584,BS,10156,19603134,1813682
SRR1663584,Dsub:GEM,205,19603134,1813682
SRR1663584,412,26728,19603134,1813682
SRR1663584,Doc4-element,3391,19603134,1813682
SRR1663584,diver2,11261,19603134,1813682
SRR1663584,Max-element,21356,19603134,1813682
SRR1663584,F-element,63768,19603134,1813682
SRR1663584,Fw2,2482,19603134,1813682
SRR1663584,Fw3,1382,19603134,1813682
SRR1663584,Burdock,11200,19603134,1813682
SRR1663584,Dvir:TART,714,19603134,1813682
SRR1663584,Tc1-2,4305,19603134,1813682
SRR1663584,blood,20085,19603134,1813682
SRR1663584,Dtak:R1A2,1,19603134,1813682
SRR1663584,TART-A,6900,19603134,1813682
SRR1663584,Dbuz:BuT3,14,19603134,1813682
SRR1663584,TART-C,394,19603134,1813682
SRR1663584,TART-B,10436,19603134,1813682
SRR1663584,Dbuz:BuT6,45,19603134,1813682
SRR1663584,17.6,30335,19603134,1813682
SRR1663584,X-element,12541,19603134,1813682
SRR1663584,R1A1-element,139319,19603134,1813682
SRR1663584,I-element,34712,19603134,1813682
SRR1663584,Tc1,5846,19603134,1813682
SRR1663584,Tc3,1273,19603134,1813682
SRR1663584,Doc3-element,20173,19603134,1813682
SRR1663584,Dbuz:INE-1,90,19603134,1813682
SRR1663584,rooA,16011,19603134,1813682
SRR1663584,Dfun:Isfun-1,35,19603134,1813682
SRR1663584,Q-element,1059,19603134,1813682
SRR1663584,frogger,1268,19603134,1813682
SRR1663584,accord2,9130,19603134,1813682
SRR1663584,NOF,545,19603134,1813682
SRR1663584,hobo,7758,19603134,1813682
SRR1663584,P-element,6925,19603134,1813682
SRR1663584,baggins,30578,19603134,1813682
SRR1663584,Dyak:TART,53,19603134,1813682
SRR1663584,gypsy2,9806,19603134,1813682
SRR1663584,gypsy3,5441,19603134,1813682
SRR1663584,mdg3,12070,19603134,1813682
SRR1663584,gypsy4,22020,19603134,1813682
SRR1663584,gypsy5,3724,19603134,1813682
SRR1663584,mdg1,28510,19603134,1813682
SRR1663584,gypsy6,12452,19603134,1813682
SRR1663584,gypsy7,6761,19603134,1813682
SRR1663584,Ddip:Bari1,454,19603134,1813682
SRR1663584,gypsy8,3181,19603134,1813682
SRR1663584,gypsy9,2093,19603134,1813682
SRR1663584,Stalker4,35932,19603134,1813682
SRR1663584,Dyak:HeT-A,3,19603134,1813682
SRR1663584,Stalker2,10188,19603134,1813682
SRR1663584,gypsy11,1922,19603134,1813682
SRR1663584,Dsim:ninja,4180,19603134,1813682
SRR1663584,Stalker3,1134,19603134,1813682
SRR1663584,gypsy12,9725,19603134,1813682
SRR1663584,FB,8790,19603134,1813682
SRR1663584,Damb:P-element_T,50,19603134,1813682
SRR1663584,3S18,13154,19603134,1813682
SRR1663584,Ivk,15059,19603134,1813682
SRR1663584,gypsy10,7340,19603134,1813682
SRR1663584,aurora-element,4674,19603134,1813682
SRR1663584,transib1,1556,19603134,1813682
SRR1663584,transib2,7998,19603134,1813682
SRR1663584,transib3,3446,19603134,1813682
SRR1663584,G2,7277,19603134,1813682
SRR1663584,transib4,1481,19603134,1813682
SRR1663584,G3,2035,19603134,1813682
SRR1663584,jockey,25288,19603134,1813682
SRR1663584,flea,13631,19603134,1813682
SRR1663584,G4,7264,19603134,1813682
SRR1663584,G5,5404,19603134,1813682
SRR1663584,G6,2978,19603134,1813682
SRR1663584,297,44040,19603134,1813682
SRR1663584,G7,223,19603134,1813682
SRR1663584,HMS-Beagle,18183,19603134,1813682
SRR1663584,roo,133510,19603134,1813682
SRR1663584,Bari2,341,19603134,1813682
SRR1663584,Bari1,11882,19603134,1813682
SRR1663584,Tabor,19447,19603134,1813682
SRR1663584,Porto1,10358,19603134,1813682
SRR1663584,looper1,978,19603134,1813682
SRR1663584,Doc2-element,11946,19603134,1813682
SRR1663584,Dvir:Penelope,1,19603134,1813682
SRR1663584,Dpse:mini-me,63,19603134,1813682
SRR1663584,Dbuz:Kepler,1029,19603134,1813682
SRR1663584,mariner2,2136,19603134,1813682
SRR1663584,Quasimodo,43838,19603134,1813682
SRR1663584,accord,12414,19603134,1813682
SRR1663584,GATE,29450,19603134,1813682
SRR1663584,HeT-A,9691,19603134,1813682
SRR1663584,Circe,30221,19603134,1813682
SRR1663584,invader3,7291,19603134,1813682
SRR1663584,invader4,7480,19603134,1813682
SRR1663584,HB,5746,19603134,1813682
SRR1663584,invader1,11012,19603134,1813682
SRR1663584,invader2,19474,19603134,1813682
SRR1663584,Juan,5019,19603134,1813682
SRR1663584,HMS-Beagle2,15357,19603134,1813682
SRR1663584,hopper,7260,19603134,1813682
SRR1663584,micropia,9425,19603134,1813682
SRR1663584,Dana:Tom,6265,19603134,1813682
SRR1663584,invader5,1050,19603134,1813682
SRR1663584,invader6,2506,19603134,1813682
SRR1663528,Dmel_rpl32,710,22135160,2185068
SRR1663528,Dmel_rhi,1353,22135160,2185068
SRR1663528,Dmel_tj,1032,22135160,2185068
SRR1663528,BS4,179,22135160,2185068
SRR1663528,BS3,5173,22135160,2185068
SRR1663528,G-element,10277,22135160,2185068
SRR1663528,ZAM,6664,22135160,2185068
SRR1663528,Idefix,31713,22135160,2185068
SRR1663528,opus,24975,22135160,2185068
SRR1663528,jockey2,3158,22135160,2185068
SRR1663528,1731,11329,22135160,2185068
SRR1663528,pogo,6406,22135160,2185068
SRR1663528,Rt1c,6324,22135160,2185068
SRR1663528,R2-element,14845,22135160,2185068
SRR1663528,Rt1b,48000,22135160,2185068
SRR1663528,Rt1a,19956,22135160,2185068
SRR1663528,Helena,1537,22135160,2185068
SRR1663528,Tom1,551,22135160,2185068
SRR1663528,Doc,51914,22135160,2185068
SRR1663528,Dtei:I-element,990,22135160,2185068
SRR1663528,springer,10474,22135160,2185068
SRR1663528,Tirant,17627,22135160,2185068
SRR1663528,Osvaldo,997,22135160,2185068
SRR1663528,Dhyd:Minos,59,22135160,2185068
SRR1663528,Dsub:SGM,22,22135160,2185068
SRR1663528,R1-2,1490,22135160,2185068
SRR1663528,S-element,9053,22135160,2185068
SRR1663528,gtwin,4848,22135160,2185068
SRR1663528,hopper2,2318,22135160,2185068
SRR1663528,Dvir:Helena,26101,22135160,2185068
SRR1663528,G5A,5702,22135160,2185068
SRR1663528,Transpac,17607,22135160,2185068
SRR1663528,copia,23530,22135160,2185068
SRR1663528,rover,14452,22135160,2185068
SRR1663528,Cr1a,74487,22135160,2185068
SRR1663528,S2,2198,22135160,2185068
SRR1663528,gypsy,8506,22135160,2185068
SRR1663528,Helitron,76,22135160,2185068
SRR1663528,Dbuz:ISBu2,4,22135160,2185068
SRR1663528,McClintock,11971,22135160,2185068
SRR1663528,Dm88,15867,22135160,2185068
SRR1663528,1360,47015,22135160,2185068
SRR1663528,diver,22130,22135160,2185068
SRR1663528,Stalker,26917,22135160,2185068
SRR1663528,INE-1,8041,22135160,2185068
SRR1663528,Dvir:Tv1,50,22135160,2185068
SRR1663528,TAHRE,23911,22135160,2185068
SRR1663528,BS,12858,22135160,2185068
SRR1663528,Dsub:GEM,222,22135160,2185068
SRR1663528,412,31850,22135160,2185068
SRR1663528,Doc4-element,3671,22135160,2185068
SRR1663528,diver2,12335,22135160,2185068
SRR1663528,Max-element,26473,22135160,2185068
SRR1663528,F-element,86604,22135160,2185068
SRR1663528,Fw2,3093,22135160,2185068
SRR1663528,Fw3,1737,22135160,2185068
SRR1663528,Burdock,14265,22135160,2185068
SRR1663528,Dvir:TART,905,22135160,2185068
SRR1663528,Tc1-2,4293,22135160,2185068
SRR1663528,blood,31229,22135160,2185068
SRR1663528,Dtak:R1A2,3,22135160,2185068
SRR1663528,TART-A,9876,22135160,2185068
SRR1663528,Dbuz:BuT3,10,22135160,2185068
SRR1663528,TART-C,7123,22135160,2185068
SRR1663528,Dnet:R1A,7,22135160,2185068
SRR1663528,TART-B,2327,22135160,2185068
SRR1663528,Dbuz:BuT6,45,22135160,2185068
SRR1663528,17.6,26815,22135160,2185068
SRR1663528,X-element,17752,22135160,2185068
SRR1663528,R1A1-element,243597,22135160,2185068
SRR1663528,I-element,32607,22135160,2185068
SRR1663528,Tc1,6581,22135160,2185068
SRR1663528,Tc3,1315,22135160,2185068
SRR1663528,Doc3-element,27648,22135160,2185068
SRR1663528,Dbuz:INE-1,79,22135160,2185068
SRR1663528,rooA,17199,22135160,2185068
SRR1663528,Dfun:Isfun-1,22,22135160,2185068
SRR1663528,Q-element,1162,22135160,2185068
SRR1663528,frogger,1484,22135160,2185068
SRR1663528,accord2,10021,22135160,2185068
SRR1663528,NOF,1003,22135160,2185068
SRR1663528,hobo,12371,22135160,2185068
SRR1663528,P-element,7508,22135160,2185068
SRR1663528,baggins,38190,22135160,2185068
SRR1663528,Dyak:TART,3180,22135160,2185068
SRR1663528,gypsy2,12414,22135160,2185068
SRR1663528,gypsy3,7645,22135160,2185068
SRR1663528,mdg3,11276,22135160,2185068
SRR1663528,gypsy4,21352,22135160,2185068
SRR1663528,gypsy5,8873,22135160,2185068
SRR1663528,mdg1,36879,22135160,2185068
SRR1663528,gypsy6,13909,22135160,2185068
SRR1663528,gypsy7,8301,22135160,2185068
SRR1663528,Ddip:Bari1,609,22135160,2185068
SRR1663528,gypsy8,4272,22135160,2185068
SRR1663528,gypsy9,2642,22135160,2185068
SRR1663528,Stalker4,33315,22135160,2185068
SRR1663528,Stalker2,9368,22135160,2185068
SRR1663528,gypsy11,2310,22135160,2185068
SRR1663528,Dsim:ninja,5385,22135160,2185068
SRR1663528,Stalker3,1786,22135160,2185068
SRR1663528,gypsy12,12526,22135160,2185068
SRR1663528,FB,9469,22135160,2185068
SRR1663528,Damb:P-element_T,38,22135160,2185068
SRR1663528,3S18,15326,22135160,2185068
SRR1663528,Ivk,19517,22135160,2185068
SRR1663528,gypsy10,7590,22135160,2185068
SRR1663528,aurora-element,5339,22135160,2185068
SRR1663528,transib1,1365,22135160,2185068
SRR1663528,transib2,7432,22135160,2185068
SRR1663528,transib3,3002,22135160,2185068
SRR1663528,G2,6668,22135160,2185068
SRR1663528,transib4,1641,22135160,2185068
SRR1663528,G3,2391,22135160,2185068
SRR1663528,jockey,34227,22135160,2185068
SRR1663528,flea,14650,22135160,2185068
SRR1663528,G4,7276,22135160,2185068
SRR1663528,G5,8922,22135160,2185068
SRR1663528,G6,6407,22135160,2185068
SRR1663528,297,42773,22135160,2185068
SRR1663528,G7,273,22135160,2185068
SRR1663528,HMS-Beagle,18285,22135160,2185068
SRR1663528,roo,146814,22135160,2185068
SRR1663528,Bari2,383,22135160,2185068
SRR1663528,Bari1,13099,22135160,2185068
SRR1663528,Tabor,15142,22135160,2185068
SRR1663528,Porto1,11539,22135160,2185068
SRR1663528,looper1,830,22135160,2185068
SRR1663528,Doc2-element,16559,22135160,2185068
SRR1663528,Dvir:Penelope,4,22135160,2185068
SRR1663528,Dpse:mini-me,124,22135160,2185068
SRR1663528,Dbuz:Kepler,352,22135160,2185068
SRR1663528,mariner2,2215,22135160,2185068
SRR1663528,Quasimodo,27301,22135160,2185068
SRR1663528,accord,19660,22135160,2185068
SRR1663528,GATE,32129,22135160,2185068
SRR1663528,HeT-A,20119,22135160,2185068
SRR1663528,Circe,39156,22135160,2185068
SRR1663528,invader3,9727,22135160,2185068
SRR1663528,invader4,8795,22135160,2185068
SRR1663528,HB,5892,22135160,2185068
SRR1663528,invader1,13956,22135160,2185068
SRR1663528,invader2,25952,22135160,2185068
SRR1663528,Juan,7354,22135160,2185068
SRR1663528,HMS-Beagle2,15057,22135160,2185068
SRR1663528,hopper,5004,22135160,2185068
SRR1663528,micropia,13505,22135160,2185068
SRR1663528,Dana:Tom,4870,22135160,2185068
SRR1663528,invader5,1290,22135160,2185068
SRR1663528,invader6,2788,22135160,2185068
SRR11846565,Dmel_rpl32,2137,60209984,5775321
SRR11846565,Dmel_rhi,3643,60209984,5775321
SRR11846565,Dmel_tj,3023,60209984,5775321
SRR11846565,BS4,586,60209984,5775321
SRR11846565,BS3,13371,60209984,5775321
SRR11846565,G-element,22739,60209984,5775321
SRR11846565,ZAM,20253,60209984,5775321
SRR11846565,Idefix,112771,60209984,5775321
SRR11846565,opus,90992,60209984,5775321
SRR11846565,jockey2,10074,60209984,5775321
SRR11846565,1731,29128,60209984,5775321
SRR11846565,pogo,22298,60209984,5775321
SRR11846565,Rt1c,18508,60209984,5775321
SRR11846565,R2-element,44430,60209984,5775321
SRR11846565,Rt1b,107963,60209984,5775321
SRR11846565,Rt1a,46512,60209984,5775321
SRR11846565,Helena,4400,60209984,5775321
SRR11846565,Tom1,2060,60209984,5775321
SRR11846565,Doc,189318,60209984,5775321
SRR11846565,Dtei:I-element,2498,60209984,5775321
SRR11846565,springer,64939,60209984,5775321
SRR11846565,Tirant,24705,60209984,5775321
SRR11846565,Osvaldo,3025,60209984,5775321
SRR11846565,Dhyd:Minos,198,60209984,5775321
SRR11846565,Dsub:SGM,58,60209984,5775321
SRR11846565,R1-2,4346,60209984,5775321
SRR11846565,S-element,38642,60209984,5775321
SRR11846565,gtwin,13281,60209984,5775321
SRR11846565,hopper2,4726,60209984,5775321
SRR11846565,Dvir:Helena,6112,60209984,5775321
SRR11846565,G5A,14720,60209984,5775321
SRR11846565,Transpac,33254,60209984,5775321
SRR11846565,copia,78363,60209984,5775321
SRR11846565,rover,39671,60209984,5775321
SRR11846565,Cr1a,199328,60209984,5775321
SRR11846565,S2,5960,60209984,5775321
SRR11846565,gypsy,36331,60209984,5775321
SRR11846565,Helitron,150,60209984,5775321
SRR11846565,Dbuz:ISBu2,27,60209984,5775321
SRR11846565,McClintock,37971,60209984,5775321
SRR11846565,Dm88,30074,60209984,5775321
SRR11846565,1360,159228,60209984,5775321
SRR11846565,diver,67924,60209984,5775321
SRR11846565,Stalker,78880,60209984,5775321
SRR11846565,INE-1,22697,60209984,5775321
SRR11846565,Dvir:Tv1,95,60209984,5775321
SRR11846565,TAHRE,27026,60209984,5775321
SRR11846565,BS,33150,60209984,5775321
SRR11846565,Dsub:GEM,603,60209984,5775321
SRR11846565,412,128991,60209984,5775321
SRR11846565,Doc4-element,10170,60209984,5775321
SRR11846565,diver2,42117,60209984,5775321
SRR11846565,Max-element,96798,60209984,5775321
SRR11846565,F-element,225988,60209984,5775321
SRR11846565,Fw2,7765,60209984,5775321
SRR11846565,Fw3,4691,60209984,5775321
SRR11846565,Burdock,47581,60209984,5775321
SRR11846565,Dvir:TART,4096,60209984,5775321
SRR11846565,Tc1-2,11400,60209984,5775321
SRR11846565,blood,38220,60209984,5775321
SRR11846565,Dtak:R1A2,1,60209984,5775321
SRR11846565,TART-A,29053,60209984,5775321
SRR11846565,Dbuz:BuT3,11,60209984,5775321
SRR11846565,TART-C,1597,60209984,5775321
SRR11846565,Dnet:R1A,5,60209984,5775321
SRR11846565,TART-B,1894,60209984,5775321
SRR11846565,Dbuz:BuT6,117,60209984,5775321
SRR11846565,17.6,85832,60209984,5775321
SRR11846565,X-element,56901,60209984,5775321
SRR11846565,R1A1-element,393905,60209984,5775321
SRR11846565,I-element,38292,60209984,5775321
SRR11846565,Tc1,15787,60209984,5775321
SRR11846565,Tc3,3735,60209984,5775321
SRR11846565,Doc3-element,65523,60209984,5775321
SRR11846565,Dbuz:INE-1,309,60209984,5775321
SRR11846565,rooA,42512,60209984,5775321
SRR11846565,Dfun:Isfun-1,129,60209984,5775321
SRR11846565,Q-element,3028,60209984,5775321
SRR11846565,frogger,3713,60209984,5775321
SRR11846565,accord2,30534,60209984,5775321
SRR11846565,NOF,1213,60209984,5775321
SRR11846565,hobo,7224,60209984,5775321
SRR11846565,baggins,111521,60209984,5775321
