SRR11846556,GYPSY12,11.65,6.43
SRR11846556,GYPSY2,10.90,8.66
SRR11846556,GYPSY3,5.73,4.55
SRR11846556,GYPSY4,21.69,20.04
SRR11846556,GYPSY5,3.77,2.53
SRR11846556,GYPSY6,10.23,9.08
SRR11846556,GYPSY7,8.38,7.10
SRR11846556,GYPSY8,4.83,2.86
SRR11846556,GYPSY9,3.18,2.35
SRR11846556,HEL,6.63,5.77
SRR11846556,HELITRON1_DM,0.67,0.65
SRR11846556,HETAVIR,0.00,0.00
SRR11846556,HOPPER2,6.23,4.94
SRR11846556,INE1,60.67,16.01
SRR11846556,INVADER,18.55,10.80
SRR11846556,INVADER2,30.26,26.49
SRR11846556,INVADER3,9.96,8.28
SRR11846556,INVADER4,16.20,10.98
SRR11846556,INVADER5,1.80,1.19
SRR11846556,INVADER6,4.56,3.88
SRR11846556,ISBU1,0.37,0.00
SRR11846556,ISBU2,0.05,0.00
SRR11846556,ISBU3,0.00,0.00
SRR11846556,IVK,23.37,22.25
SRR11846556,JOCKEY2,5.37,4.47
SRR11846556,JUAN,19.19,19.01
SRR11846556,KEPLER,20.58,0.02
SRR11846556,LOOPER1_DM,3.10,2.76
SRR11846556,M14653,0.00,0.00
SRR11846556,MAR,0.00,0.00
SRR11846556,MARINER2,15.78,13.38
SRR11846556,MERCR1A3,0.00,0.00
SRR11846556,McCLINTOCK,14.81,12.41
SRR11846556,NEOR1A,0.02,0.00
SRR11846556,NETR1B,0.00,0.00
SRR11846556,NEWTON,0.00,0.00
SRR11846556,OPUS,26.61,22.82
SRR11846556,OSV,3.91,2.59
SRR11846556,PPI251,0.00,0.00
SRR11846556,P_M,0.00,0.00
SRR11846556,P_O,0.00,0.00
SRR11846556,P_T,0.05,0.00
SRR11846556,Q,9.20,1.77
SRR11846556,QBERT,10.70,9.27
SRR11846556,QUASIMODO,41.48,33.19
SRR11846556,R1-2,2.33,1.92
SRR11846556,ROOA_LTR,13.03,10.36
SRR11846556,ROVER,10.58,8.08
SRR11846556,ROXELEMENT,26.12,24.28
SRR11846556,RT1B,54.14,49.75
SRR11846556,RT1C,7.12,5.74
SRR11846556,S2,8.25,6.23
SRR11846556,SGM,0.10,0.00
SRR11846556,SPOCK,0.00,0.00
SRR11846556,SPRINGER,8.34,6.44
SRR11846556,STALKER,30.75,3.50
SRR11846556,STALKER2,10.88,8.00
SRR11846556,STALKER3,23.43,21.26
SRR11846556,STALKER4,39.34,1.63
SRR11846556,TABOR,13.27,11.14
SRR11846556,TAHRE,6.41,5.05
SRR11846556,TAKR1A2,0.00,0.00
SRR11846556,TARTC,1.43,0.56
SRR11846556,TARTVIR,0.56,0.01
SRR11846556,TARTYAK,0.68,0.08
SRR11846556,TC1,21.80,20.12
SRR11846556,TC1-2,17.53,16.04
SRR11846556,TC3,4.44,3.80
SRR11846556,TIRANT,7.46,5.71
SRR11846556,TRANSIB1,4.57,4.21
SRR11846556,TRANSIB2,17.74,16.13
SRR11846556,TRANSIB3,7.70,6.87
SRR11846556,TRANSIB4,3.81,3.23
SRR11846556,TV1,0.00,0.00
SRR11846556,Tinker,19.59,18.51
SRR11846556,U73803,0.00,0.00
SRR11846556,VEGE,0.00,0.00
SRR11846556,VIRUVIR,0.00,0.00
SRR11846556,WORF,0.00,0.00
SRR11846556,YAKHETA,0.00,0.00
SRR11846557,1360,141.62,122.88
SRR11846557,412,36.81,31.85
SRR11846557,ACCORD,10.33,8.62
SRR11846557,AF009439,0.00,0.00
SRR11846557,AF056940,0.03,0.00
SRR11846557,AF222049,16.68,14.87
SRR11846557,AF418572,0.00,0.00
SRR11846557,AF541951,2.12,1.35
SRR11846557,AY561850,3.98,2.09
